reg;clage_vacsi;jour;n_dose1;n_cum_dose1
75;59;2021-01-26;687;23800
75;59;2021-01-27;752;24552
75;64;2021-01-04;17;17
75;64;2021-01-05;12;29
75;64;2021-01-06;133;162
75;64;2021-01-07;673;835
75;64;2021-01-08;707;1542
75;64;2021-01-09;141;1683
75;64;2021-01-10;61;1744
75;64;2021-01-11;515;2259
75;64;2021-01-12;729;2988
75;64;2021-01-13;828;3816
75;64;2021-01-14;921;4737
75;64;2021-01-15;841;5578
75;64;2021-01-16;158;5736
75;64;2021-01-17;33;5769
75;64;2021-01-18;475;6244
75;64;2021-01-19;654;6898
75;64;2021-01-20;612;7510
75;64;2021-01-21;674;8184
75;64;2021-01-22;536;8720
75;64;2021-01-23;140;8860
75;64;2021-01-24;15;8875
75;64;2021-01-25;271;9146
75;64;2021-01-26;317;9463
75;64;2021-01-27;382;9845
75;69;2021-01-04;4;4
75;69;2021-01-05;6;10
75;69;2021-01-06;38;48
75;69;2021-01-07;324;372
75;69;2021-01-08;338;710
75;69;2021-01-09;64;774
75;69;2021-01-10;44;818
75;69;2021-01-11;263;1081
75;69;2021-01-12;333;1414
75;69;2021-01-13;393;1807
75;69;2021-01-14;447;2254
75;69;2021-01-15;379;2633
75;69;2021-01-16;83;2716
75;69;2021-01-17;19;2735
75;69;2021-01-18;262;2997
75;69;2021-01-19;468;3465
75;69;2021-01-20;485;3950
75;69;2021-01-21;528;4478
75;69;2021-01-22;424;4902
75;69;2021-01-23;126;5028
75;69;2021-01-24;12;5040
75;69;2021-01-25;231;5271
75;69;2021-01-26;252;5523
75;69;2021-01-27;357;5880
75;74;2021-01-04;2;2
75;74;2021-01-05;9;11
75;74;2021-01-06;19;30
75;74;2021-01-07;216;246
75;74;2021-01-08;245;491
75;74;2021-01-09;50;541
75;74;2021-01-10;27;568
75;74;2021-01-11;173;741
75;74;2021-01-12;320;1061
75;74;2021-01-13;318;1379
75;74;2021-01-14;363;1742
75;74;2021-01-15;370;2112
75;74;2021-01-16;64;2176
75;74;2021-01-17;12;2188
75;74;2021-01-18;291;2479
75;74;2021-01-19;530;3009
75;74;2021-01-20;597;3606
75;74;2021-01-21;706;4312
75;74;2021-01-22;575;4887
75;74;2021-01-23;173;5060
75;74;2021-01-24;17;5077
75;74;2021-01-25;369;5446
75;74;2021-01-26;439;5885
75;74;2021-01-27;474;6359
75;79;2020-12-29;1;1
75;79;2021-01-04;1;2
75;79;2021-01-05;7;9
75;79;2021-01-06;10;19
75;79;2021-01-07;158;177
75;79;2021-01-08;153;330
75;79;2021-01-09;27;357
75;79;2021-01-10;20;377
75;79;2021-01-11;66;443
75;79;2021-01-12;207;650
75;79;2021-01-13;239;889
75;79;2021-01-14;324;1213
75;79;2021-01-15;437;1650
75;79;2021-01-16;247;1897
75;79;2021-01-17;95;1992
75;79;2021-01-18;1255;3247
75;79;2021-01-19;2339;5586
75;79;2021-01-20;2727;8313
75;79;2021-01-21;3023;11336
75;79;2021-01-22;2790;14126
75;79;2021-01-23;1261;15387
75;79;2021-01-24;247;15634
75;79;2021-01-25;2533;18167
75;79;2021-01-26;2763;20930
75;79;2021-01-27;2629;23559
75;80;2020-12-29;1;1
75;80;2021-01-04;7;8
75;80;2021-01-05;21;29
75;80;2021-01-06;131;160
75;80;2021-01-07;1226;1386
75;80;2021-01-08;1029;2415
75;80;2021-01-09;172;2587
75;80;2021-01-10;130;2717
75;80;2021-01-11;388;3105
75;80;2021-01-12;1556;4661
75;80;2021-01-13;1579;6240
75;80;2021-01-14;1961;8201
75;80;2021-01-15;1510;9711
75;80;2021-01-16;386;10097
75;80;2021-01-17;167;10264
75;80;2021-01-18;2253;12517
75;80;2021-01-19;6287;18804
75;80;2021-01-20;7083;25887
75;80;2021-01-21;7892;33779
75;80;2021-01-22;5854;39633
75;80;2021-01-23;2113;41746
75;80;2021-01-24;344;42090
75;80;2021-01-25;4295;46385
75;80;2021-01-26;5646;52031
75;80;2021-01-27;5915;57946
76;0;2020-12-31;1;1
76;0;2021-01-03;1;2
76;0;2021-01-04;58;60
76;0;2021-01-05;461;521
76;0;2021-01-06;757;1278
76;0;2021-01-07;2423;3701
76;0;2021-01-08;3015;6716
76;0;2021-01-09;1459;8175
76;0;2021-01-10;461;8636
76;0;2021-01-11;3238;11874
76;0;2021-01-12;5215;17089
76;0;2021-01-13;5918;23007
76;0;2021-01-14;8284;31291
76;0;2021-01-15;6613;37904
76;0;2021-01-16;1854;39758
76;0;2021-01-17;664;40422
76;0;2021-01-18;7194;47616
76;0;2021-01-19;10541;58157
76;0;2021-01-20;12881;71038
76;0;2021-01-21;15399;86437
76;0;2021-01-22;11050;97487
76;0;2021-01-23;3797;101284
76;0;2021-01-24;707;101991
76;0;2021-01-25;7485;109476
76;0;2021-01-26;9188;118664
76;0;2021-01-27;9586;128250
76;24;2021-01-07;9;9
76;24;2021-01-08;11;20
76;24;2021-01-09;4;24
76;24;2021-01-10;4;28
76;24;2021-01-11;9;37
76;24;2021-01-12;33;70
76;24;2021-01-13;30;100
76;24;2021-01-14;29;129
76;24;2021-01-15;31;160
76;24;2021-01-16;8;168
76;24;2021-01-17;5;173
76;24;2021-01-18;18;191
76;24;2021-01-19;38;229
76;24;2021-01-20;57;286
76;24;2021-01-21;44;330
76;24;2021-01-22;50;380
76;24;2021-01-23;24;404
76;24;2021-01-24;1;405
76;24;2021-01-25;47;452
76;24;2021-01-26;34;486
76;24;2021-01-27;35;521
76;29;2021-01-05;1;1
76;29;2021-01-06;17;18
76;29;2021-01-07;17;35
76;29;2021-01-08;51;86
76;29;2021-01-09;27;113
76;29;2021-01-10;25;138
76;29;2021-01-11;56;194
76;29;2021-01-12;94;288
76;29;2021-01-13;115;403
76;29;2021-01-14;139;542
76;29;2021-01-15;122;664
76;29;2021-01-16;12;676
76;29;2021-01-17;23;699
76;29;2021-01-18;80;779
76;29;2021-01-19;80;859
76;29;2021-01-20;150;1009
76;29;2021-01-21;145;1154
76;29;2021-01-22;112;1266
76;29;2021-01-23;33;1299
76;29;2021-01-24;4;1303
76;29;2021-01-25;53;1356
76;29;2021-01-26;68;1424
76;29;2021-01-27;76;1500
76;39;2021-01-04;1;1
76;39;2021-01-05;9;10
76;39;2021-01-06;34;44
76;39;2021-01-07;94;138
76;39;2021-01-08;144;282
76;39;2021-01-09;71;353
76;39;2021-01-10;40;393
76;39;2021-01-11;160;553
76;39;2021-01-12;292;845
76;39;2021-01-13;302;1147
76;39;2021-01-14;438;1585
76;39;2021-01-15;385;1970
76;39;2021-01-16;81;2051
76;39;2021-01-17;59;2110
76;39;2021-01-18;268;2378
76;39;2021-01-19;328;2706
76;39;2021-01-20;405;3111
76;39;2021-01-21;491;3602
76;39;2021-01-22;375;3977
76;39;2021-01-23;76;4053
76;39;2021-01-24;10;4063
76;39;2021-01-25;157;4220
76;39;2021-01-26;198;4418
76;39;2021-01-27;222;4640
76;49;2021-01-03;1;1
76;49;2021-01-05;16;17
76;49;2021-01-06;43;60
76;49;2021-01-07;142;202
76;49;2021-01-08;233;435
76;49;2021-01-09;162;597
76;49;2021-01-10;70;667
76;49;2021-01-11;277;944
76;49;2021-01-12;559;1503
76;49;2021-01-13;511;2014
76;49;2021-01-14;741;2755
76;49;2021-01-15;717;3472
76;49;2021-01-16;151;3623
76;49;2021-01-17;70;3693
76;49;2021-01-18;417;4110
76;49;2021-01-19;545;4655
76;49;2021-01-20;710;5365
76;49;2021-01-21;802;6167
76;49;2021-01-22;618;6785
76;49;2021-01-23;114;6899
76;49;2021-01-24;26;6925
76;49;2021-01-25;297;7222
76;49;2021-01-26;346;7568
76;49;2021-01-27;365;7933
76;59;2021-01-04;15;15
76;59;2021-01-05;147;162
76;59;2021-01-06;356;518
76;59;2021-01-07;626;1144
76;59;2021-01-08;1114;2258
76;59;2021-01-09;510;2768
76;59;2021-01-10;133;2901
76;59;2021-01-11;1301;4202
76;59;2021-01-12;1650;5852
76;59;2021-01-13;1894;7746
76;59;2021-01-14;2173;9919
76;59;2021-01-15;1938;11857
76;59;2021-01-16;469;12326
76;59;2021-01-17;156;12482
76;59;2021-01-18;1097;13579
76;59;2021-01-19;1505;15084
76;59;2021-01-20;1657;16741
76;59;2021-01-21;1732;18473
76;59;2021-01-22;1331;19804
76;59;2021-01-23;364;20168
76;59;2021-01-24;85;20253
76;59;2021-01-25;590;20843
76;59;2021-01-26;783;21626
76;59;2021-01-27;843;22469
76;64;2021-01-04;9;9
76;64;2021-01-05;68;77
76;64;2021-01-06;131;208
76;64;2021-01-07;231;439
76;64;2021-01-08;471;910
76;64;2021-01-09;262;1172
76;64;2021-01-10;74;1246
76;64;2021-01-11;470;1716
76;64;2021-01-12;666;2382
76;64;2021-01-13;831;3213
76;64;2021-01-14;936;4149
76;64;2021-01-15;787;4936
76;64;2021-01-16;223;5159
76;64;2021-01-17;67;5226
76;64;2021-01-18;451;5677
76;64;2021-01-19;635;6312
76;64;2021-01-20;703;7015
76;64;2021-01-21;790;7805
76;64;2021-01-22;631;8436
76;64;2021-01-23;179;8615
76;64;2021-01-24;48;8663
76;64;2021-01-25;296;8959
76;64;2021-01-26;385;9344
76;64;2021-01-27;397;9741
76;69;2021-01-04;4;4
76;69;2021-01-05;34;38
76;69;2021-01-06;62;100
76;69;2021-01-07;131;231
76;69;2021-01-08;218;449
76;69;2021-01-09;164;613
76;69;2021-01-10;48;661
76;69;2021-01-11;245;906
76;69;2021-01-12;386;1292
76;69;2021-01-13;377;1669
76;69;2021-01-14;486;2155
76;69;2021-01-15;427;2582
76;69;2021-01-16;159;2741
76;69;2021-01-17;48;2789
76;69;2021-01-18;270;3059
76;69;2021-01-19;412;3471
76;69;2021-01-20;480;3951
76;69;2021-01-21;607;4558
76;69;2021-01-22;433;4991
76;69;2021-01-23;147;5138
76;69;2021-01-24;40;5178
76;69;2021-01-25;274;5452
76;69;2021-01-26;360;5812
76;69;2021-01-27;366;6178
76;74;2021-01-04;1;1
76;74;2021-01-05;37;38
76;74;2021-01-06;35;73
76;74;2021-01-07;102;175
76;74;2021-01-08;165;340
76;74;2021-01-09;119;459
76;74;2021-01-10;42;501
76;74;2021-01-11;193;694
76;74;2021-01-12;299;993
76;74;2021-01-13;354;1347
76;74;2021-01-14;422;1769
76;74;2021-01-15;338;2107
76;74;2021-01-16;131;2238
76;74;2021-01-17;39;2277
76;74;2021-01-18;371;2648
76;74;2021-01-19;494;3142
76;74;2021-01-20;606;3748
76;74;2021-01-21;757;4505
76;74;2021-01-22;570;5075
76;74;2021-01-23;189;5264
76;74;2021-01-24;46;5310
76;74;2021-01-25;386;5696
76;74;2021-01-26;511;6207
76;74;2021-01-27;440;6647
76;79;2021-01-04;3;3
76;79;2021-01-05;23;26
76;79;2021-01-06;15;41
76;79;2021-01-07;98;139
76;79;2021-01-08;111;250
76;79;2021-01-09;65;315
76;79;2021-01-10;11;326
76;79;2021-01-11;143;469
76;79;2021-01-12;250;719
76;79;2021-01-13;319;1038
76;79;2021-01-14;427;1465
76;79;2021-01-15;467;1932
76;79;2021-01-16;254;2186
76;79;2021-01-17;93;2279
76;79;2021-01-18;1775;4054
76;79;2021-01-19;2122;6176
76;79;2021-01-20;2304;8480
76;79;2021-01-21;2646;11126
76;79;2021-01-22;2323;13449
76;79;2021-01-23;1067;14516
76;79;2021-01-24;161;14677
76;79;2021-01-25;2131;16808
76;79;2021-01-26;2325;19133
76;79;2021-01-27;2295;21428
76;80;2020-12-31;1;1
76;80;2021-01-04;25;26
76;80;2021-01-05;126;152
76;80;2021-01-06;64;216
76;80;2021-01-07;973;1189
76;80;2021-01-08;497;1686
76;80;2021-01-09;74;1760
76;80;2021-01-10;14;1774
76;80;2021-01-11;384;2158
76;80;2021-01-12;985;3143
76;80;2021-01-13;1183;4326
76;80;2021-01-14;2485;6811
76;80;2021-01-15;1398;8209
76;80;2021-01-16;366;8575
76;80;2021-01-17;104;8679
76;80;2021-01-18;2447;11126
76;80;2021-01-19;4379;15505
76;80;2021-01-20;5809;21314
76;80;2021-01-21;7384;28698
76;80;2021-01-22;4604;33302
76;80;2021-01-23;1594;34896
76;80;2021-01-24;286;35182
76;80;2021-01-25;3254;38436
76;80;2021-01-26;4177;42613
76;80;2021-01-27;4547;47160
84;0;2020-12-28;6;6
84;0;2020-12-29;5;11
84;0;2020-12-30;5;16
84;0;2020-12-31;11;27
84;0;2021-01-02;1;28
84;0;2021-01-04;172;200
84;0;2021-01-05;422;622
84;0;2021-01-06;1045;1667
84;0;2021-01-07;2543;4210
84;0;2021-01-08;2779;6989
84;0;2021-01-09;465;7454
84;0;2021-01-10;152;7606
84;0;2021-01-11;3796;11402
84;0;2021-01-12;5589;16991
84;0;2021-01-13;6410;23401
84;0;2021-01-14;7966;31367
84;0;2021-01-15;6554;37921
84;0;2021-01-16;2743;40664
84;0;2021-01-17;870;41534
84;0;2021-01-18;8095;49629
84;0;2021-01-19;13112;62741
84;0;2021-01-20;14074;76815
84;0;2021-01-21;12939;89754
84;0;2021-01-22;11061;100815
84;0;2021-01-23;4616;105431
84;0;2021-01-24;798;106229
84;0;2021-01-25;7683;113912
84;0;2021-01-26;10464;124376
84;0;2021-01-27;10403;134779
84;24;2021-01-05;1;1
84;24;2021-01-06;3;4
84;24;2021-01-07;9;13
84;24;2021-01-08;9;22
84;24;2021-01-09;2;24
84;24;2021-01-10;2;26
84;24;2021-01-11;23;49
84;24;2021-01-12;20;69
84;24;2021-01-13;35;104
84;24;2021-01-14;35;139
84;24;2021-01-15;45;184
84;24;2021-01-16;14;198
84;24;2021-01-17;6;204
84;24;2021-01-18;38;242
84;24;2021-01-19;45;287
84;24;2021-01-20;55;342
84;24;2021-01-21;37;379
84;24;2021-01-22;30;409
84;24;2021-01-23;3;412
84;24;2021-01-24;2;414
84;24;2021-01-25;15;429
84;24;2021-01-26;19;448
84;24;2021-01-27;29;477
84;29;2021-01-05;3;3
84;29;2021-01-06;5;8
84;29;2021-01-07;16;24
84;29;2021-01-08;15;39
84;29;2021-01-09;1;40
84;29;2021-01-10;1;41
84;29;2021-01-11;47;88
84;29;2021-01-12;60;148
84;29;2021-01-13;147;295
84;29;2021-01-14;153;448
84;29;2021-01-15;115;563
84;29;2021-01-16;23;586
84;29;2021-01-17;8;594
84;29;2021-01-18;127;721
84;29;2021-01-19;87;808
84;29;2021-01-20;120;928
84;29;2021-01-21;103;1031
84;29;2021-01-22;89;1120
84;29;2021-01-23;11;1131
84;29;2021-01-24;1;1132
84;29;2021-01-25;33;1165
84;29;2021-01-26;44;1209
84;29;2021-01-27;55;1264
84;39;2021-01-04;5;5
84;39;2021-01-05;4;9
84;39;2021-01-06;21;30
84;39;2021-01-07;75;105
84;39;2021-01-08;80;185
84;39;2021-01-09;6;191
84;39;2021-01-10;8;199
84;39;2021-01-11;242;441
84;39;2021-01-12;287;728
84;39;2021-01-13;403;1131
84;39;2021-01-14;487;1618
84;39;2021-01-15;402;2020
84;39;2021-01-16;74;2094
84;39;2021-01-17;26;2120
84;39;2021-01-18;274;2394
84;39;2021-01-19;323;2717
84;39;2021-01-20;396;3113
84;39;2021-01-21;359;3472
84;39;2021-01-22;287;3759
84;39;2021-01-23;53;3812
84;39;2021-01-24;5;3817
84;39;2021-01-25;112;3929
84;39;2021-01-26;168;4097
84;39;2021-01-27;138;4235
84;49;2021-01-04;13;13
84;49;2021-01-05;22;35
84;49;2021-01-06;49;84
84;49;2021-01-07;132;216
84;49;2021-01-08;157;373
84;49;2021-01-09;14;387
84;49;2021-01-10;5;392
84;49;2021-01-11;352;744
84;49;2021-01-12;503;1247
84;49;2021-01-13;568;1815
84;49;2021-01-14;813;2628
84;49;2021-01-15;703;3331
84;49;2021-01-16;122;3453
84;49;2021-01-17;36;3489
84;49;2021-01-18;444;3933
84;49;2021-01-19;559;4492
84;49;2021-01-20;637;5129
84;49;2021-01-21;615;5744
84;49;2021-01-22;445;6189
84;49;2021-01-23;87;6276
84;49;2021-01-24;8;6284
84;49;2021-01-25;190;6474
84;49;2021-01-26;307;6781
84;49;2021-01-27;277;7058
84;59;2021-01-02;1;1
84;59;2021-01-04;58;59
84;59;2021-01-05;159;218
84;59;2021-01-06;404;622
84;59;2021-01-07;981;1603
84;59;2021-01-08;1124;2727
84;59;2021-01-09;138;2865
84;59;2021-01-10;52;2917
84;59;2021-01-11;1559;4476
84;59;2021-01-12;2139;6615
84;59;2021-01-13;2530;9145
84;59;2021-01-14;2535;11680
84;59;2021-01-15;1954;13634
84;59;2021-01-16;705;14339
84;59;2021-01-17;244;14583
84;59;2021-01-18;1202;15785
84;59;2021-01-19;1596;17381
84;59;2021-01-20;1630;19011
84;59;2021-01-21;1391;20402
84;59;2021-01-22;1167;21569
84;59;2021-01-23;261;21830
84;59;2021-01-24;55;21885
84;59;2021-01-25;533;22418
84;59;2021-01-26;756;23174
84;59;2021-01-27;698;23872
84;64;2020-12-31;1;1
84;64;2021-01-04;28;29
84;64;2021-01-05;93;122
84;64;2021-01-06;191;313
84;64;2021-01-07;395;708
84;64;2021-01-08;481;1189
84;64;2021-01-09;84;1273
84;64;2021-01-10;33;1306
84;64;2021-01-11;628;1934
84;64;2021-01-12;876;2810
84;64;2021-01-13;943;3753
84;64;2021-01-14;1033;4786
84;64;2021-01-15;743;5529
84;64;2021-01-16;285;5814
84;64;2021-01-17;107;5921
84;64;2021-01-18;509;6430
84;64;2021-01-19;676;7106
84;64;2021-01-20;650;7756
84;64;2021-01-21;571;8327
84;64;2021-01-22;501;8828
84;64;2021-01-23;147;8975
84;64;2021-01-24;23;8998
84;64;2021-01-25;274;9272
84;64;2021-01-26;358;9630
84;64;2021-01-27;306;9936
84;69;2021-01-04;7;7
84;69;2021-01-05;50;57
84;69;2021-01-06;81;138
84;69;2021-01-07;189;327
84;69;2021-01-08;242;569
84;69;2021-01-09;62;631
84;69;2021-01-10;25;656
84;69;2021-01-11;295;951
84;69;2021-01-12;387;1338
84;69;2021-01-13;379;1717
84;69;2021-01-14;519;2236
84;69;2021-01-15;339;2575
84;69;2021-01-16;185;2760
84;69;2021-01-17;85;2845
84;69;2021-01-18;259;3104
84;69;2021-01-19;468;3572
84;69;2021-01-20;367;3939
84;69;2021-01-21;399;4338
84;69;2021-01-22;352;4690
84;69;2021-01-23;106;4796
84;69;2021-01-24;13;4809
84;69;2021-01-25;231;5040
84;69;2021-01-26;312;5352
84;69;2021-01-27;271;5623
84;74;2020-12-29;1;1
84;74;2020-12-31;3;4
84;74;2021-01-04;13;17
84;74;2021-01-05;16;33
84;74;2021-01-06;41;74
84;74;2021-01-07;112;186
84;74;2021-01-08;139;325
84;74;2021-01-09;33;358
84;74;2021-01-10;16;374
84;74;2021-01-11;200;574
84;74;2021-01-12;254;828
84;74;2021-01-13;285;1113
84;74;2021-01-14;367;1480
84;74;2021-01-15;290;1770
84;74;2021-01-16;156;1926
84;74;2021-01-17;73;1999
84;74;2021-01-18;300;2299
84;74;2021-01-19;555;2854
84;74;2021-01-20;524;3378
84;74;2021-01-21;524;3902
84;74;2021-01-22;470;4372
84;74;2021-01-23;181;4553
84;74;2021-01-24;30;4583
84;74;2021-01-25;335;4918
84;74;2021-01-26;409;5327
84;74;2021-01-27;434;5761
84;79;2020-12-28;1;1
84;79;2020-12-31;2;3
84;79;2021-01-04;5;8
84;79;2021-01-05;8;16
84;79;2021-01-06;48;64
84;79;2021-01-07;76;140
84;79;2021-01-08;102;242
84;79;2021-01-09;28;270
84;79;2021-01-10;10;280
84;79;2021-01-11;99;379
84;79;2021-01-12;182;561
84;79;2021-01-13;245;806
84;79;2021-01-14;488;1294
84;79;2021-01-15;662;1956
84;79;2021-01-16;463;2419
84;79;2021-01-17;124;2543
84;79;2021-01-18;1958;4501
84;79;2021-01-19;2602;7103
84;79;2021-01-20;2920;10023
84;79;2021-01-21;2830;12853
84;79;2021-01-22;2754;15607
84;79;2021-01-23;1455;17062
84;79;2021-01-24;276;17338
84;79;2021-01-25;2316;19654
84;79;2021-01-26;2820;22474
84;79;2021-01-27;2694;25168
84;80;2020-12-28;5;5
84;80;2020-12-29;4;9
84;80;2020-12-30;5;14
84;80;2020-12-31;5;19
84;80;2021-01-04;43;62
84;80;2021-01-05;66;128
84;80;2021-01-06;201;329
84;80;2021-01-07;558;887
84;80;2021-01-08;430;1317
84;80;2021-01-09;97;1414
84;80;2021-01-11;351;1765
84;80;2021-01-12;880;2645
84;80;2021-01-13;874;3519
84;80;2021-01-14;1535;5054
84;80;2021-01-15;1298;6352
84;80;2021-01-16;716;7068
84;80;2021-01-17;161;7229
84;80;2021-01-18;2984;10213
84;80;2021-01-19;6201;16414
84;80;2021-01-20;6774;23188
84;80;2021-01-21;6110;29298
84;80;2021-01-22;4966;34264
84;80;2021-01-23;2312;36576
84;80;2021-01-24;385;36961
84;80;2021-01-25;3643;40604
84;80;2021-01-26;5271;45875
84;80;2021-01-27;5497;51372
93;0;2020-12-31;19;19
93;0;2021-01-04;115;134
93;0;2021-01-05;215;349
93;0;2021-01-06;356;705
93;0;2021-01-07;1109;1814
93;0;2021-01-08;1141;2955
93;0;2021-01-09;234;3189
93;0;2021-01-10;2;3191
93;0;2021-01-11;1675;4866
93;0;2021-01-12;4267;9133
93;0;2021-01-13;3736;12869
93;0;2021-01-14;4261;17130
93;0;2021-01-15;3599;20729
93;0;2021-01-16;1151;21880
93;0;2021-01-17;96;21976
93;0;2021-01-18;5278;27254
93;0;2021-01-19;11233;38487
93;0;2021-01-20;9573;48060
93;0;2021-01-21;9945;58005
93;0;2021-01-22;8228;66233
93;0;2021-01-23;2446;68679
93;0;2021-01-24;504;69183
93;0;2021-01-25;5928;75111
93;0;2021-01-26;7892;83003
93;0;2021-01-27;7597;90600
93;24;2021-01-08;3;3
93;24;2021-01-11;2;5
93;24;2021-01-12;14;19
93;24;2021-01-13;13;32
93;24;2021-01-14;23;55
93;24;2021-01-15;20;75
93;24;2021-01-16;2;77
93;24;2021-01-18;27;104
93;24;2021-01-19;36;140
93;24;2021-01-20;36;176
93;24;2021-01-21;55;231
93;24;2021-01-22;47;278
93;24;2021-01-23;3;281
93;24;2021-01-24;1;282
93;24;2021-01-25;29;311
93;24;2021-01-26;24;335
93;24;2021-01-27;49;384
93;29;2021-01-05;3;3
93;29;2021-01-06;4;7
93;29;2021-01-07;7;14
93;29;2021-01-08;22;36
93;29;2021-01-09;2;38
93;29;2021-01-11;13;51
93;29;2021-01-12;48;99
93;29;2021-01-13;65;164
93;29;2021-01-14;90;254
93;29;2021-01-15;77;331
93;29;2021-01-16;4;335
93;29;2021-01-18;76;411
93;29;2021-01-19;121;532
93;29;2021-01-20;96;628
93;29;2021-01-21;133;761
93;29;2021-01-22;101;862
93;29;2021-01-23;13;875
93;29;2021-01-25;84;959
93;29;2021-01-26;77;1036
93;29;2021-01-27;80;1116
93;39;2020-12-31;1;1
93;39;2021-01-04;4;5
93;39;2021-01-05;2;7
93;39;2021-01-06;13;20
93;39;2021-01-07;25;45
93;39;2021-01-08;55;100
93;39;2021-01-09;10;110
93;39;2021-01-11;62;172
93;39;2021-01-12;204;376
93;39;2021-01-13;187;563
93;39;2021-01-14;275;838
93;39;2021-01-15;262;1100
93;39;2021-01-16;27;1127
93;39;2021-01-17;4;1131
93;39;2021-01-18;205;1336
93;39;2021-01-19;348;1684
93;39;2021-01-20;342;2026
93;39;2021-01-21;498;2524
93;39;2021-01-22;293;2817
93;39;2021-01-23;36;2853
93;39;2021-01-24;5;2858
93;39;2021-01-25;180;3038
93;39;2021-01-26;218;3256
93;39;2021-01-27;217;3473
93;49;2021-01-04;3;3
93;49;2021-01-05;15;18
93;49;2021-01-06;19;37
93;49;2021-01-07;51;88
93;49;2021-01-08;104;192
93;49;2021-01-09;21;213
93;49;2021-01-10;1;214
93;49;2021-01-11;168;382
93;49;2021-01-12;377;759
93;49;2021-01-13;377;1136
93;49;2021-01-14;486;1622
93;49;2021-01-15;406;2028
93;49;2021-01-16;62;2090
93;49;2021-01-17;4;2094
93;49;2021-01-18;347;2441
93;49;2021-01-19;590;3031
93;49;2021-01-20;530;3561
93;49;2021-01-21;721;4282
93;49;2021-01-22;498;4780
93;49;2021-01-23;64;4844
93;49;2021-01-24;17;4861
93;49;2021-01-25;278;5139
93;49;2021-01-26;346;5485
93;49;2021-01-27;296;5781
93;59;2020-12-31;2;2
93;59;2021-01-04;37;39
93;59;2021-01-05;95;134
93;59;2021-01-06;126;260
93;59;2021-01-07;370;630
93;59;2021-01-08;414;1044
93;59;2021-01-09;60;1104
93;59;2021-01-10;1;1105
93;59;2021-01-11;538;1643
93;59;2021-01-12;1106;2749
93;59;2021-01-13;1131;3880
93;59;2021-01-14;1350;5230
93;59;2021-01-15;1241;6471
93;59;2021-01-16;294;6765
93;59;2021-01-17;8;6773
93;59;2021-01-18;899;7672
93;59;2021-01-19;1397;9069
93;59;2021-01-20;1412;10481
93;59;2021-01-21;1327;11808
93;59;2021-01-22;1009;12817
93;59;2021-01-23;217;13034
93;59;2021-01-24;35;13069
93;59;2021-01-25;593;13662
93;59;2021-01-26;738;14400
93;59;2021-01-27;704;15104
93;64;2020-12-31;1;1
93;64;2021-01-04;25;26
93;64;2021-01-05;54;80
93;64;2021-01-06;72;152
93;64;2021-01-07;188;340
93;64;2021-01-08;164;504
93;64;2021-01-09;35;539
93;64;2021-01-11;273;812
93;64;2021-01-12;545;1357
93;64;2021-01-13;575;1932
93;64;2021-01-14;643;2575
93;64;2021-01-15;527;3102
93;64;2021-01-16;186;3288
93;64;2021-01-17;9;3297
93;64;2021-01-18;442;3739
93;64;2021-01-19;750;4489
93;64;2021-01-20;666;5155
93;64;2021-01-21;659;5814
93;64;2021-01-22;537;6351
93;64;2021-01-23;134;6485
93;64;2021-01-24;17;6502
93;64;2021-01-25;325;6827
93;64;2021-01-26;401;7228
93;64;2021-01-27;363;7591
93;69;2020-12-31;1;1
93;69;2021-01-04;11;12
93;69;2021-01-05;24;36
93;69;2021-01-06;27;63
93;69;2021-01-07;93;156
93;69;2021-01-08;72;228
93;69;2021-01-09;31;259
93;69;2021-01-11;170;429
93;69;2021-01-12;310;739
93;69;2021-01-13;343;1082
93;69;2021-01-14;331;1413
93;69;2021-01-15;299;1712
93;69;2021-01-16;116;1828
93;69;2021-01-17;6;1834
93;69;2021-01-18;309;2143
93;69;2021-01-19;529;2672
93;69;2021-01-20;475;3147
93;69;2021-01-21;485;3632
93;69;2021-01-22;412;4044
93;69;2021-01-23;115;4159
93;69;2021-01-24;17;4176
93;69;2021-01-25;276;4452
93;69;2021-01-26;277;4729
93;69;2021-01-27;304;5033
93;74;2020-12-31;2;2
93;74;2021-01-04;2;4
93;74;2021-01-05;9;13
93;74;2021-01-06;13;26
93;74;2021-01-07;63;89
93;74;2021-01-08;35;124
93;74;2021-01-09;19;143
93;74;2021-01-11;112;255
93;74;2021-01-12;196;451
93;74;2021-01-13;216;667
93;74;2021-01-14;203;870
93;74;2021-01-15;198;1068
93;74;2021-01-16;80;1148
93;74;2021-01-17;5;1153
93;74;2021-01-18;250;1403
93;74;2021-01-19;587;1990
93;74;2021-01-20;511;2501
93;74;2021-01-21;559;3060
93;74;2021-01-22;497;3557
93;74;2021-01-23;150;3707
93;74;2021-01-24;35;3742
93;74;2021-01-25;357;4099
93;74;2021-01-26;423;4522
93;74;2021-01-27;404;4926
93;79;2021-01-04;4;4
93;79;2021-01-06;11;15
93;79;2021-01-07;34;49
93;79;2021-01-08;30;79
93;79;2021-01-09;17;96
93;79;2021-01-11;63;159
93;79;2021-01-12;200;359
93;79;2021-01-13;199;558
93;79;2021-01-14;216;774
93;79;2021-01-15;229;1003
93;79;2021-01-16;163;1166
93;79;2021-01-17;22;1188
93;79;2021-01-18;1015;2203
93;79;2021-01-19;1734;3937
93;79;2021-01-20;1804;5741
