reg;clage_vacsi;jour;n_dose1;n_cum_dose1
44;0;2021-01-10;203;8330
44;0;2021-01-11;2741;11071
44;0;2021-01-12;4755;15826
44;0;2021-01-13;6958;22784
44;0;2021-01-14;8040;30824
44;0;2021-01-15;5841;36665
44;0;2021-01-16;1564;38229
44;0;2021-01-17;869;39098
44;0;2021-01-18;8204;47302
44;0;2021-01-19;9875;57177
44;0;2021-01-20;10200;67377
44;0;2021-01-21;10630;78007
44;0;2021-01-22;8912;86919
44;0;2021-01-23;3038;89957
44;0;2021-01-24;1553;91510
44;0;2021-01-25;6045;97555
44;0;2021-01-26;5290;102845
44;0;2021-01-27;6551;109396
44;24;2021-01-04;1;1
44;24;2021-01-05;3;4
44;24;2021-01-06;9;13
44;24;2021-01-07;48;61
44;24;2021-01-08;22;83
44;24;2021-01-09;3;86
44;24;2021-01-11;17;103
44;24;2021-01-12;19;122
44;24;2021-01-13;35;157
44;24;2021-01-14;44;201
44;24;2021-01-15;45;246
44;24;2021-01-16;5;251
44;24;2021-01-17;6;257
44;24;2021-01-18;28;285
44;24;2021-01-19;39;324
44;24;2021-01-20;44;368
44;24;2021-01-21;45;413
44;24;2021-01-22;28;441
44;24;2021-01-23;7;448
44;24;2021-01-24;3;451
44;24;2021-01-25;19;470
44;24;2021-01-26;12;482
44;24;2021-01-27;16;498
44;29;2021-01-04;4;4
44;29;2021-01-05;14;18
44;29;2021-01-06;20;38
44;29;2021-01-07;50;88
44;29;2021-01-08;43;131
44;29;2021-01-09;2;133
44;29;2021-01-10;3;136
44;29;2021-01-11;42;178
44;29;2021-01-12;53;231
44;29;2021-01-13;78;309
44;29;2021-01-14;91;400
44;29;2021-01-15;107;507
44;29;2021-01-16;13;520
44;29;2021-01-17;8;528
44;29;2021-01-18;83;611
44;29;2021-01-19;98;709
44;29;2021-01-20;84;793
44;29;2021-01-21;69;862
44;29;2021-01-22;52;914
44;29;2021-01-23;19;933
44;29;2021-01-24;5;938
44;29;2021-01-25;47;985
44;29;2021-01-26;36;1021
44;29;2021-01-27;39;1060
44;39;2021-01-04;4;4
44;39;2021-01-05;45;49
44;39;2021-01-06;69;118
44;39;2021-01-07;117;235
44;39;2021-01-08;133;368
44;39;2021-01-09;24;392
44;39;2021-01-10;8;400
44;39;2021-01-11;152;552
44;39;2021-01-12;223;775
44;39;2021-01-13;272;1047
44;39;2021-01-14;368;1415
44;39;2021-01-15;354;1769
44;39;2021-01-16;54;1823
44;39;2021-01-17;40;1863
44;39;2021-01-18;240;2103
44;39;2021-01-19;349;2452
44;39;2021-01-20;295;2747
44;39;2021-01-21;304;3051
44;39;2021-01-22;222;3273
44;39;2021-01-23;60;3333
44;39;2021-01-24;23;3356
44;39;2021-01-25;137;3493
44;39;2021-01-26;119;3612
44;39;2021-01-27;185;3797
44;49;2021-01-04;16;16
44;49;2021-01-05;50;66
44;49;2021-01-06;107;173
44;49;2021-01-07;160;333
44;49;2021-01-08;194;527
44;49;2021-01-09;40;567
44;49;2021-01-10;16;583
44;49;2021-01-11;245;828
44;49;2021-01-12;389;1217
44;49;2021-01-13;437;1654
44;49;2021-01-14;611;2265
44;49;2021-01-15;595;2860
44;49;2021-01-16;72;2932
44;49;2021-01-17;41;2973
44;49;2021-01-18;390;3363
44;49;2021-01-19;485;3848
44;49;2021-01-20;426;4274
44;49;2021-01-21;502;4776
44;49;2021-01-22;438;5214
44;49;2021-01-23;114;5328
44;49;2021-01-24;38;5366
44;49;2021-01-25;234;5600
44;49;2021-01-26;212;5812
44;49;2021-01-27;300;6112
44;59;2020-12-31;4;4
44;59;2021-01-04;94;98
44;59;2021-01-05;375;473
44;59;2021-01-06;634;1107
44;59;2021-01-07;790;1897
44;59;2021-01-08;1086;2983
44;59;2021-01-09;270;3253
44;59;2021-01-10;67;3320
44;59;2021-01-11;1190;4510
44;59;2021-01-12;1728;6238
44;59;2021-01-13;2107;8345
44;59;2021-01-14;2021;10366
44;59;2021-01-15;1580;11946
44;59;2021-01-16;329;12275
44;59;2021-01-17;103;12378
44;59;2021-01-18;1027;13405
44;59;2021-01-19;1289;14694
44;59;2021-01-20;1298;15992
44;59;2021-01-21;1376;17368
44;59;2021-01-22;1171;18539
44;59;2021-01-23;344;18883
44;59;2021-01-24;118;19001
44;59;2021-01-25;581;19582
44;59;2021-01-26;469;20051
44;59;2021-01-27;494;20545
44;64;2020-12-31;3;3
44;64;2021-01-04;20;23
44;64;2021-01-05;132;155
44;64;2021-01-06;220;375
44;64;2021-01-07;336;711
44;64;2021-01-08;462;1173
44;64;2021-01-09;140;1313
44;64;2021-01-10;37;1350
44;64;2021-01-11;429;1779
44;64;2021-01-12;637;2416
44;64;2021-01-13;789;3205
44;64;2021-01-14;806;4011
44;64;2021-01-15;635;4646
44;64;2021-01-16;162;4808
44;64;2021-01-17;59;4867
44;64;2021-01-18;400;5267
44;64;2021-01-19;535;5802
44;64;2021-01-20;561;6363
44;64;2021-01-21;536;6899
44;64;2021-01-22;486;7385
44;64;2021-01-23;184;7569
44;64;2021-01-24;88;7657
44;64;2021-01-25;269;7926
44;64;2021-01-26;227;8153
44;64;2021-01-27;277;8430
44;69;2020-12-31;2;2
44;69;2021-01-04;8;10
44;69;2021-01-05;48;58
44;69;2021-01-06;79;137
44;69;2021-01-07;173;310
44;69;2021-01-08;198;508
44;69;2021-01-09;81;589
44;69;2021-01-10;36;625
44;69;2021-01-11;191;816
44;69;2021-01-12;265;1081
44;69;2021-01-13;370;1451
44;69;2021-01-14;394;1845
44;69;2021-01-15;307;2152
44;69;2021-01-16;97;2249
44;69;2021-01-17;43;2292
44;69;2021-01-18;312;2604
44;69;2021-01-19;386;2990
44;69;2021-01-20;388;3378
44;69;2021-01-21;381;3759
44;69;2021-01-22;373;4132
44;69;2021-01-23;156;4288
44;69;2021-01-24;82;4370
44;69;2021-01-25;256;4626
44;69;2021-01-26;206;4832
44;69;2021-01-27;218;5050
44;74;2021-01-04;7;7
44;74;2021-01-05;16;23
44;74;2021-01-06;37;60
44;74;2021-01-07;95;155
44;74;2021-01-08;125;280
44;74;2021-01-09;56;336
44;74;2021-01-10;28;364
44;74;2021-01-11;99;463
44;74;2021-01-12;197;660
44;74;2021-01-13;249;909
44;74;2021-01-14;300;1209
44;74;2021-01-15;251;1460
44;74;2021-01-16;89;1549
44;74;2021-01-17;32;1581
44;74;2021-01-18;355;1936
44;74;2021-01-19;455;2391
44;74;2021-01-20;485;2876
44;74;2021-01-21;484;3360
44;74;2021-01-22;412;3772
44;74;2021-01-23;137;3909
44;74;2021-01-24;104;4013
44;74;2021-01-25;258;4271
44;74;2021-01-26;256;4527
44;74;2021-01-27;311;4838
44;79;2021-01-04;8;8
44;79;2021-01-05;11;19
44;79;2021-01-06;7;26
44;79;2021-01-07;76;102
44;79;2021-01-08;58;160
44;79;2021-01-09;31;191
44;79;2021-01-10;6;197
44;79;2021-01-11;79;276
44;79;2021-01-12;223;499
44;79;2021-01-13;478;977
44;79;2021-01-14;661;1638
44;79;2021-01-15;593;2231
44;79;2021-01-16;207;2438
44;79;2021-01-17;96;2534
44;79;2021-01-18;1689;4223
44;79;2021-01-19;2043;6266
44;79;2021-01-20;2153;8419
44;79;2021-01-21;2164;10583
44;79;2021-01-22;1899;12482
44;79;2021-01-23;685;13167
44;79;2021-01-24;256;13423
44;79;2021-01-25;1360;14783
44;79;2021-01-26;1254;16037
44;79;2021-01-27;1358;17395
44;80;2020-12-31;1;1
44;80;2021-01-04;41;42
44;80;2021-01-05;56;98
44;80;2021-01-06;37;135
44;80;2021-01-07;437;572
44;80;2021-01-08;501;1073
44;80;2021-01-09;192;1265
44;80;2021-01-10;2;1267
44;80;2021-01-11;296;1563
44;80;2021-01-12;1021;2584
44;80;2021-01-13;2142;4726
44;80;2021-01-14;2743;7469
44;80;2021-01-15;1373;8842
44;80;2021-01-16;536;9378
44;80;2021-01-17;441;9819
44;80;2021-01-18;3680;13499
44;80;2021-01-19;4196;17695
44;80;2021-01-20;4466;22161
44;80;2021-01-21;4768;26929
44;80;2021-01-22;3830;30759
44;80;2021-01-23;1332;32091
44;80;2021-01-24;836;32927
44;80;2021-01-25;2884;35811
44;80;2021-01-26;2498;38309
44;80;2021-01-27;3353;41662
52;0;2021-01-03;1;1
52;0;2021-01-04;34;35
52;0;2021-01-05;162;197
52;0;2021-01-06;295;492
52;0;2021-01-07;740;1232
52;0;2021-01-08;1399;2631
52;0;2021-01-09;1042;3673
52;0;2021-01-10;638;4311
52;0;2021-01-11;2055;6366
52;0;2021-01-12;2909;9275
52;0;2021-01-13;2728;12003
52;0;2021-01-14;3019;15022
52;0;2021-01-15;2749;17771
52;0;2021-01-16;813;18584
52;0;2021-01-17;485;19069
52;0;2021-01-18;3104;22173
52;0;2021-01-19;5878;28051
52;0;2021-01-20;7510;35561
52;0;2021-01-21;11063;46624
52;0;2021-01-22;6805;53429
52;0;2021-01-23;1660;55089
52;0;2021-01-24;174;55263
52;0;2021-01-25;2887;58150
52;0;2021-01-26;6355;64505
52;0;2021-01-27;6354;70859
52;24;2021-01-06;1;1
52;24;2021-01-08;2;3
52;24;2021-01-09;1;4
52;24;2021-01-11;8;12
52;24;2021-01-12;5;17
52;24;2021-01-13;5;22
52;24;2021-01-14;4;26
52;24;2021-01-15;3;29
52;24;2021-01-16;1;30
52;24;2021-01-17;4;34
52;24;2021-01-18;5;39
52;24;2021-01-19;9;48
52;24;2021-01-20;12;60
52;24;2021-01-21;31;91
52;24;2021-01-22;34;125
52;24;2021-01-23;1;126
52;24;2021-01-25;5;131
52;24;2021-01-26;18;149
52;24;2021-01-27;29;178
52;29;2021-01-06;1;1
52;29;2021-01-07;4;5
52;29;2021-01-08;11;16
52;29;2021-01-09;10;26
52;29;2021-01-10;1;27
52;29;2021-01-11;24;51
52;29;2021-01-12;11;62
52;29;2021-01-13;15;77
52;29;2021-01-14;21;98
52;29;2021-01-15;17;115
52;29;2021-01-16;5;120
52;29;2021-01-17;9;129
52;29;2021-01-18;20;149
52;29;2021-01-19;33;182
52;29;2021-01-20;34;216
52;29;2021-01-21;58;274
52;29;2021-01-22;40;314
52;29;2021-01-23;4;318
52;29;2021-01-25;7;325
52;29;2021-01-26;37;362
52;29;2021-01-27;24;386
52;39;2021-01-06;4;4
52;39;2021-01-07;28;32
52;39;2021-01-08;49;81
52;39;2021-01-09;24;105
52;39;2021-01-10;24;129
52;39;2021-01-11;58;187
52;39;2021-01-12;55;242
52;39;2021-01-13;66;308
52;39;2021-01-14;113;421
52;39;2021-01-15;105;526
52;39;2021-01-16;22;548
52;39;2021-01-17;45;593
52;39;2021-01-18;66;659
52;39;2021-01-19;120;779
52;39;2021-01-20;129;908
52;39;2021-01-21;271;1179
52;39;2021-01-22;190;1369
52;39;2021-01-23;12;1381
52;39;2021-01-24;4;1385
52;39;2021-01-25;30;1415
52;39;2021-01-26;127;1542
52;39;2021-01-27;100;1642
52;49;2021-01-04;1;1
52;49;2021-01-05;1;2
52;49;2021-01-06;8;10
52;49;2021-01-07;77;87
52;49;2021-01-08;89;176
52;49;2021-01-09;53;229
52;49;2021-01-10;36;265
52;49;2021-01-11;175;440
52;49;2021-01-12;168;608
52;49;2021-01-13;168;776
52;49;2021-01-14;230;1006
52;49;2021-01-15;222;1228
52;49;2021-01-16;61;1289
52;49;2021-01-17;46;1335
52;49;2021-01-18;176;1511
52;49;2021-01-19;304;1815
52;49;2021-01-20;298;2113
52;49;2021-01-21;523;2636
52;49;2021-01-22;289;2925
52;49;2021-01-23;24;2949
52;49;2021-01-24;6;2955
52;49;2021-01-25;55;3010
52;49;2021-01-26;195;3205
52;49;2021-01-27;218;3423
52;59;2021-01-04;24;24
52;59;2021-01-05;38;62
52;59;2021-01-06;124;186
52;59;2021-01-07;356;542
52;59;2021-01-08;586;1128
52;59;2021-01-09;542;1670
52;59;2021-01-10;289;1959
52;59;2021-01-11;959;2918
52;59;2021-01-12;1037;3955
52;59;2021-01-13;1054;5009
52;59;2021-01-14;1297;6306
52;59;2021-01-15;1021;7327
52;59;2021-01-16;329;7656
52;59;2021-01-17;133;7789
52;59;2021-01-18;613;8402
52;59;2021-01-19;1031;9433
52;59;2021-01-20;902;10335
52;59;2021-01-21;1315;11650
52;59;2021-01-22;882;12532
52;59;2021-01-23;124;12656
52;59;2021-01-24;21;12677
52;59;2021-01-25;168;12845
52;59;2021-01-26;550;13395
52;59;2021-01-27;532;13927
52;64;2021-01-04;5;5
52;64;2021-01-05;18;23
52;64;2021-01-06;36;59
52;64;2021-01-07;119;178
52;64;2021-01-08;216;394
52;64;2021-01-09;225;619
52;64;2021-01-10;153;772
52;64;2021-01-11;315;1087
52;64;2021-01-12;372;1459
52;64;2021-01-13;411;1870
52;64;2021-01-14;411;2281
52;64;2021-01-15;346;2627
52;64;2021-01-16;135;2762
52;64;2021-01-17;74;2836
52;64;2021-01-18;200;3036
52;64;2021-01-19;366;3402
52;64;2021-01-20;278;3680
52;64;2021-01-21;467;4147
52;64;2021-01-22;293;4440
52;64;2021-01-23;55;4495
52;64;2021-01-24;15;4510
52;64;2021-01-25;77;4587
52;64;2021-01-26;197;4784
52;64;2021-01-27;217;5001
52;69;2021-01-04;3;3
52;69;2021-01-05;12;15
52;69;2021-01-06;13;28
52;69;2021-01-07;35;63
52;69;2021-01-08;88;151
52;69;2021-01-09;114;265
52;69;2021-01-10;67;332
52;69;2021-01-11;143;475
52;69;2021-01-12;202;677
52;69;2021-01-13;175;852
52;69;2021-01-14;184;1036
52;69;2021-01-15;186;1222
52;69;2021-01-16;75;1297
52;69;2021-01-17;38;1335
52;69;2021-01-18;112;1447
52;69;2021-01-19;216;1663
52;69;2021-01-20;208;1871
52;69;2021-01-21;279;2150
52;69;2021-01-22;197;2347
52;69;2021-01-23;51;2398
52;69;2021-01-24;10;2408
52;69;2021-01-25;77;2485
52;69;2021-01-26;176;2661
52;69;2021-01-27;119;2780
52;74;2021-01-03;1;1
52;74;2021-01-05;7;8
52;74;2021-01-06;16;24
52;74;2021-01-07;26;50
52;74;2021-01-08;51;101
52;74;2021-01-09;46;147
52;74;2021-01-10;41;188
52;74;2021-01-11;112;300
52;74;2021-01-12;187;487
52;74;2021-01-13;174;661
52;74;2021-01-14;151;812
52;74;2021-01-15;140;952
52;74;2021-01-16;55;1007
52;74;2021-01-17;37;1044
52;74;2021-01-18;124;1168
52;74;2021-01-19;249;1417
52;74;2021-01-20;245;1662
52;74;2021-01-21;378;2040
52;74;2021-01-22;242;2282
52;74;2021-01-23;57;2339
52;74;2021-01-24;15;2354
52;74;2021-01-25;113;2467
52;74;2021-01-26;270;2737
52;74;2021-01-27;253;2990
52;79;2021-01-05;10;10
52;79;2021-01-06;13;23
52;79;2021-01-07;18;41
52;79;2021-01-08;41;82
52;79;2021-01-09;21;103
52;79;2021-01-10;21;124
52;79;2021-01-11;56;180
52;79;2021-01-12;128;308
52;79;2021-01-13;109;417
52;79;2021-01-14;111;528
52;79;2021-01-15;151;679
52;79;2021-01-16;54;733
52;79;2021-01-17;54;787
52;79;2021-01-18;661;1448
52;79;2021-01-19;996;2444
52;79;2021-01-20;1027;3471
52;79;2021-01-21;1344;4815
52;79;2021-01-22;1131;5946
52;79;2021-01-23;555;6501
52;79;2021-01-24;43;6544
52;79;2021-01-25;858;7402
52;79;2021-01-26;1150;8552
52;79;2021-01-27;1100;9652
52;80;2021-01-04;1;1
52;80;2021-01-05;76;77
52;80;2021-01-06;79;156
52;80;2021-01-07;77;233
52;80;2021-01-08;265;498
52;80;2021-01-09;6;504
52;80;2021-01-10;5;509
52;80;2021-01-11;205;714
52;80;2021-01-12;744;1458
52;80;2021-01-13;550;2008
52;80;2021-01-14;497;2505
52;80;2021-01-15;558;3063
52;80;2021-01-16;76;3139
52;80;2021-01-17;43;3182
52;80;2021-01-18;1126;4308
52;80;2021-01-19;2553;6861
52;80;2021-01-20;4377;11238
52;80;2021-01-21;6396;17634
52;80;2021-01-22;3506;21140
52;80;2021-01-23;777;21917
52;80;2021-01-24;60;21977
52;80;2021-01-25;1497;23474
52;80;2021-01-26;3634;27108
52;80;2021-01-27;3762;30870
53;0;2021-01-02;1;1
53;0;2021-01-04;40;41
53;0;2021-01-05;198;239
53;0;2021-01-06;326;565
53;0;2021-01-07;817;1382
53;0;2021-01-08;1197;2579
53;0;2021-01-09;33;2612
53;0;2021-01-11;1596;4208
53;0;2021-01-12;3032;7240
53;0;2021-01-13;3084;10324
53;0;2021-01-14;3429;13753
53;0;2021-01-15;3048;16801
53;0;2021-01-16;679;17480
53;0;2021-01-17;180;17660
53;0;2021-01-18;3142;20802
53;0;2021-01-19;7632;28434
53;0;2021-01-20;6566;35000
53;0;2021-01-21;10087;45087
53;0;2021-01-22;7290;52377
53;0;2021-01-23;1454;53831
53;0;2021-01-24;252;54083
53;0;2021-01-25;3018;57101
53;0;2021-01-26;3945;61046
53;0;2021-01-27;6386;67432
53;24;2021-01-11;4;4
53;24;2021-01-12;3;7
53;24;2021-01-13;5;12
53;24;2021-01-14;16;28
53;24;2021-01-15;11;39
53;24;2021-01-16;1;40
53;24;2021-01-18;5;45
53;24;2021-01-19;17;62
53;24;2021-01-20;17;79
53;24;2021-01-21;38;117
53;24;2021-01-22;26;143
53;24;2021-01-23;2;145
53;24;2021-01-25;4;149
53;24;2021-01-26;8;157
53;24;2021-01-27;13;170
53;29;2021-01-07;2;2
53;29;2021-01-08;7;9
53;29;2021-01-11;8;17
53;29;2021-01-12;14;31
53;29;2021-01-13;19;50
53;29;2021-01-14;34;84
53;29;2021-01-15;28;112
53;29;2021-01-17;1;113
53;29;2021-01-18;15;128
53;29;2021-01-19;34;162
53;29;2021-01-20;40;202
53;29;2021-01-21;72;274
53;29;2021-01-22;79;353
53;29;2021-01-23;5;358
53;29;2021-01-24;1;359
53;29;2021-01-25;7;366
53;29;2021-01-26;15;381
53;29;2021-01-27;33;414
53;39;2021-01-05;1;1
53;39;2021-01-06;1;2
53;39;2021-01-07;6;8
53;39;2021-01-08;25;33
53;39;2021-01-11;34;67
53;39;2021-01-12;72;139
53;39;2021-01-13;53;192
53;39;2021-01-14;144;336
53;39;2021-01-15;118;454
53;39;2021-01-16;17;471
53;39;2021-01-17;1;472
53;39;2021-01-18;60;532
53;39;2021-01-19;140;672
53;39;2021-01-20;146;818
53;39;2021-01-21;276;1094
53;39;2021-01-22;301;1395
53;39;2021-01-23;20;1415
53;39;2021-01-24;4;1419
53;39;2021-01-25;42;1461
53;39;2021-01-26;52;1513
53;39;2021-01-27;94;1607
53;49;2021-01-05;4;4
53;49;2021-01-06;5;9
53;49;2021-01-07;22;31
53;49;2021-01-08;78;109
53;49;2021-01-11;73;182
53;49;2021-01-12;129;311
53;49;2021-01-13;148;459
53;49;2021-01-14;316;775
53;49;2021-01-15;249;1024
53;49;2021-01-16;48;1072
53;49;2021-01-17;2;1074
53;49;2021-01-18;122;1196
53;49;2021-01-19;240;1436
53;49;2021-01-20;248;1684
53;49;2021-01-21;510;2194
53;49;2021-01-22;486;2680
53;49;2021-01-23;25;2705
53;49;2021-01-24;9;2714
53;49;2021-01-25;88;2802
53;49;2021-01-26;94;2896
53;49;2021-01-27;176;3072
53;59;2021-01-02;1;1
53;59;2021-01-04;7;8
53;59;2021-01-05;42;50
53;59;2021-01-06;136;186
53;59;2021-01-07;412;598
53;59;2021-01-08;642;1240
53;59;2021-01-09;17;1257
53;59;2021-01-11;710;1967
53;59;2021-01-12;1098;3065
53;59;2021-01-13;1066;4131
53;59;2021-01-14;1284;5415
53;59;2021-01-15;1271;6686
53;59;2021-01-16;365;7051
53;59;2021-01-17;53;7104
53;59;2021-01-18;625;7729
53;59;2021-01-19;957;8686
53;59;2021-01-20;886;9572
53;59;2021-01-21;1383;10955
53;59;2021-01-22;987;11942
53;59;2021-01-23;155;12097
53;59;2021-01-24;52;12149
53;59;2021-01-25;427;12576
53;59;2021-01-26;456;13032
53;59;2021-01-27;593;13625
53;64;2021-01-04;2;2
53;64;2021-01-05;28;30
53;64;2021-01-06;42;72
53;64;2021-01-07;152;224
53;64;2021-01-08;206;430
53;64;2021-01-09;9;439
53;64;2021-01-11;245;684
53;64;2021-01-12;346;1030
53;64;2021-01-13;342;1372
53;64;2021-01-14;415;1787
53;64;2021-01-15;394;2181
53;64;2021-01-16;103;2284
53;64;2021-01-17;28;2312
53;64;2021-01-18;211;2523
53;64;2021-01-19;354;2877
53;64;2021-01-20;283;3160
53;64;2021-01-21;501;3661
53;64;2021-01-22;345;4006
53;64;2021-01-23;54;4060
53;64;2021-01-24;11;4071
53;64;2021-01-25;145;4216
53;64;2021-01-26;185;4401
53;64;2021-01-27;228;4629
53;69;2021-01-04;1;1
53;69;2021-01-05;13;14
53;69;2021-01-06;25;39
53;69;2021-01-07;52;91
53;69;2021-01-08;79;170
53;69;2021-01-09;3;173
53;69;2021-01-11;88;261
53;69;2021-01-12;140;401
53;69;2021-01-13;157;558
53;69;2021-01-14;164;722
53;69;2021-01-15;133;855
53;69;2021-01-16;50;905
53;69;2021-01-17;16;921
53;69;2021-01-18;97;1018
53;69;2021-01-19;215;1233
53;69;2021-01-20;189;1422
53;69;2021-01-21;283;1705
53;69;2021-01-22;219;1924
53;69;2021-01-23;35;1959
53;69;2021-01-24;8;1967
53;69;2021-01-25;97;2064
53;69;2021-01-26;117;2181
53;69;2021-01-27;186;2367
53;74;2021-01-05;8;8
53;74;2021-01-06;16;24
53;74;2021-01-07;33;57
53;74;2021-01-08;36;93
53;74;2021-01-11;49;142
53;74;2021-01-12;123;265
53;74;2021-01-13;139;404
53;74;2021-01-14;136;540
53;74;2021-01-15;92;632
53;74;2021-01-16;17;649
53;74;2021-01-17;12;661
53;74;2021-01-18;81;742
53;74;2021-01-19;296;1038
53;74;2021-01-20;237;1275
53;74;2021-01-21;415;1690
53;74;2021-01-22;232;1922
53;74;2021-01-23;57;1979
53;74;2021-01-24;7;1986
53;74;2021-01-25;127;2113
53;74;2021-01-26;166;2279
53;74;2021-01-27;268;2547
53;79;2021-01-04;3;3
53;79;2021-01-05;6;9
53;79;2021-01-06;14;23
53;79;2021-01-07;22;45
53;79;2021-01-08;21;66
53;79;2021-01-11;53;119
53;79;2021-01-12;103;222
53;79;2021-01-13;123;345
53;79;2021-01-14;138;483
53;79;2021-01-15;185;668
53;79;2021-01-16;27;695
53;79;2021-01-17;32;727
53;79;2021-01-18;766;1493
53;79;2021-01-19;1071;2564
53;79;2021-01-20;1033;3597
53;79;2021-01-21;1256;4853
53;79;2021-01-22;1268;6121
53;79;2021-01-23;400;6521
53;79;2021-01-24;68;6589
53;79;2021-01-25;793;7382
53;79;2021-01-26;1101;8483
53;79;2021-01-27;1251;9734
53;80;2021-01-04;27;27
53;80;2021-01-05;96;123
53;80;2021-01-06;87;210
53;80;2021-01-07;116;326
53;80;2021-01-08;103;429
53;80;2021-01-09;4;433
53;80;2021-01-11;332;765
53;80;2021-01-12;1004;1769
53;80;2021-01-13;1032;2801
53;80;2021-01-14;782;3583
53;80;2021-01-15;566;4149
53;80;2021-01-16;50;4199
53;80;2021-01-17;35;4234
53;80;2021-01-18;1160;5394
53;80;2021-01-19;4308;9702
53;80;2021-01-20;3487;13189
53;80;2021-01-21;5352;18541
53;80;2021-01-22;3346;21887
53;80;2021-01-23;701;22588
53;80;2021-01-24;92;22680
53;80;2021-01-25;1287;23967
53;80;2021-01-26;1751;25718
53;80;2021-01-27;3544;29262
75;0;2020-12-29;2;2
75;0;2021-01-04;85;87
75;0;2021-01-05;90;177
75;0;2021-01-06;703;880
75;0;2021-01-07;4635;5515
75;0;2021-01-08;5028;10543
75;0;2021-01-09;826;11369
75;0;2021-01-10;473;11842
75;0;2021-01-11;3235;15077
75;0;2021-01-12;5591;20668
75;0;2021-01-13;6123;26791
75;0;2021-01-14;7529;34320
75;0;2021-01-15;6804;41124
75;0;2021-01-16;1473;42597
75;0;2021-01-17;405;43002
75;0;2021-01-18;6384;49386
75;0;2021-01-19;13201;62587
75;0;2021-01-20;14289;76876
75;0;2021-01-21;15821;92697
75;0;2021-01-22;12295;104992
75;0;2021-01-23;4302;109294
75;0;2021-01-24;672;109966
75;0;2021-01-25;8540;118506
75;0;2021-01-26;10658;129164
75;0;2021-01-27;11107;140271
75;24;2021-01-06;1;1
75;24;2021-01-07;5;6
75;24;2021-01-08;14;20
75;24;2021-01-09;2;22
75;24;2021-01-10;4;26
75;24;2021-01-11;14;40
75;24;2021-01-12;10;50
75;24;2021-01-13;15;65
75;24;2021-01-14;35;100
75;24;2021-01-15;32;132
75;24;2021-01-16;4;136
75;24;2021-01-17;1;137
75;24;2021-01-18;9;146
75;24;2021-01-19;44;190
75;24;2021-01-20;50;240
75;24;2021-01-21;51;291
75;24;2021-01-22;33;324
75;24;2021-01-23;9;333
75;24;2021-01-24;1;334
75;24;2021-01-25;17;351
75;24;2021-01-26;24;375
75;24;2021-01-27;30;405
75;29;2021-01-04;1;1
75;29;2021-01-06;8;9
75;29;2021-01-07;18;27
75;29;2021-01-08;43;70
75;29;2021-01-09;4;74
75;29;2021-01-10;2;76
75;29;2021-01-11;31;107
75;29;2021-01-12;34;141
75;29;2021-01-13;54;195
75;29;2021-01-14;90;285
75;29;2021-01-15;85;370
75;29;2021-01-16;7;377
75;29;2021-01-18;55;432
75;29;2021-01-19;86;518
75;29;2021-01-20;115;633
75;29;2021-01-21;113;746
75;29;2021-01-22;74;820
75;29;2021-01-23;17;837
75;29;2021-01-24;3;840
75;29;2021-01-25;32;872
75;29;2021-01-26;50;922
75;29;2021-01-27;53;975
75;39;2021-01-04;2;2
75;39;2021-01-05;2;4
75;39;2021-01-06;26;30
75;39;2021-01-07;108;138
75;39;2021-01-08;165;303
75;39;2021-01-09;27;330
75;39;2021-01-10;14;344
75;39;2021-01-11;125;469
75;39;2021-01-12;216;685
75;39;2021-01-13;178;863
75;39;2021-01-14;333;1196
75;39;2021-01-15;302;1498
75;39;2021-01-16;42;1540
75;39;2021-01-17;5;1545
75;39;2021-01-18;184;1729
75;39;2021-01-19;408;2137
75;39;2021-01-20;413;2550
75;39;2021-01-21;445;2995
75;39;2021-01-22;285;3280
75;39;2021-01-23;60;3340
75;39;2021-01-24;8;3348
75;39;2021-01-25;115;3463
75;39;2021-01-26;174;3637
75;39;2021-01-27;198;3835
75;49;2021-01-04;10;10
75;49;2021-01-05;6;16
75;49;2021-01-06;46;62
75;49;2021-01-07;235;297
75;49;2021-01-08;390;687
75;49;2021-01-09;51;738
75;49;2021-01-10;36;774
75;49;2021-01-11;284;1058
75;49;2021-01-12;325;1383
75;49;2021-01-13;405;1788
75;49;2021-01-14;639;2427
75;49;2021-01-15;644;3071
75;49;2021-01-16;100;3171
75;49;2021-01-17;10;3181
75;49;2021-01-18;304;3485
75;49;2021-01-19;637;4122
75;49;2021-01-20;599;4721
75;49;2021-01-21;764;5485
75;49;2021-01-22;526;6011
75;49;2021-01-23;111;6122
75;49;2021-01-24;5;6127
75;49;2021-01-25;155;6282
75;49;2021-01-26;304;6586
75;49;2021-01-27;316;6902
75;59;2021-01-04;41;41
75;59;2021-01-05;27;68
75;59;2021-01-06;291;359
75;59;2021-01-07;1671;2030
75;59;2021-01-08;1944;3974
75;59;2021-01-09;288;4262
75;59;2021-01-10;135;4397
75;59;2021-01-11;1376;5773
75;59;2021-01-12;1861;7634
75;59;2021-01-13;2114;9748
75;59;2021-01-14;2415;12163
75;59;2021-01-15;2203;14366
75;59;2021-01-16;380;14746
75;59;2021-01-17;63;14809
75;59;2021-01-18;1295;16104
75;59;2021-01-19;1748;17852
75;59;2021-01-20;1607;19459
75;59;2021-01-21;1624;21083
75;59;2021-01-22;1196;22279
75;59;2021-01-23;292;22571
75;59;2021-01-24;20;22591
75;59;2021-01-25;522;23113
